Name,No. of Reviews,Area,Est. Price ($),Categories,URL
DSTLLRY,81,Portsdown,100,"French, Japanese, Dinner with Drinks, Cocktails, Date Night",https://www.burpple.com/dstllry?bp_ref=%2Fsearch%2Fsg
Subway (Mediapolis),1,Portsdown,10,"Sandwiches, Fast Food, Halal",https://www.burpple.com/subway-123?bp_ref=%2Fsearch%2Fsg
La Bussola,2,Portsdown,30,"Vegetarian, Italian, Date Night, Healthy, Dinner with Drinks",https://www.burpple.com/la-bussola-vegetarian-restaurant?bp_ref=%2Fsearch%2Fsg
STYLE By STYLE VIBES Café (Mediacorp Campus),11,Portsdown,20,"Cafes & Coffee, Cakes, Breakfast & Brunch, Desserts",https://www.burpple.com/style-by-style-vibes-cafe?bp_ref=%2Fsearch%2Fsg
Quarterdeck (Temasek Club),2,Portsdown,5,"Local Delights, Cafes & Coffee",https://www.burpple.com/temasek-club?bp_ref=%2Fsearch%2Fsg
Café Melba (Mediapolis),31,Portsdown,20,"Good For Groups, Western, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/cafe-melba-at-mediapolis?bp_ref=%2Fsearch%2Fsg
Wessex Tavern,4,Portsdown,,"Breakfast & Brunch, Cafes & Coffee, Western",https://www.burpple.com/wessex-tavern?bp_ref=%2Fsearch%2Fsg
Bespoke Bistro,4,Portsdown,10,Healthy,https://www.burpple.com/bespoke-bistro?bp_ref=%2Fsearch%2Fsg
The Grocer By Sterling,2,Portsdown,,"Local Delights, Cafes & Coffee",https://www.burpple.com/the-grocer-at-sterling-infinite-studios?bp_ref=%2Fsearch%2Fsg
Chuckwagon BBQ & Grill,19,Portsdown,,"Bars, Good For Groups, Western, Dinner with Drinks",https://www.burpple.com/chuckwagon-bbq-grill?bp_ref=%2Fsearch%2Fsg
Deliveroo Food Market (Mediapolis),3,Portsdown,15,"Vietnamese, Salads, Japanese, Sandwiches",https://www.burpple.com/deliveroo-food-market?bp_ref=%2Fsearch%2Fsg
Colbar,39,Portsdown,,Western,https://www.burpple.com/coldbar-portsdown?bp_ref=%2Fsearch%2Fsg
Idle (Infinite Studios),1,Portsdown,30,"Bars, Late Night, Western",https://www.burpple.com/idle-at-infinite-studios?bp_ref=%2Fsearch%2Fsg
Iron Supper Club,12,Potong Pasir,20,"Steak, Western",https://www.burpple.com/iron-supper-club?bp_ref=%2Fsearch%2Fsg
Zheng Yi Hainanese Beef Noodle,9,Potong Pasir,5,"Hidden Gem, Hawker Food",https://www.burpple.com/zheng-yi-hainanese-beef-noodle?bp_ref=%2Fsearch%2Fsg
Penguin’s Kitchen,36,Potong Pasir,15,"Thai, Chinese, 1-for-1 Deals, Newly Opened",https://www.burpple.com/penguins-kitchen?bp_ref=%2Fsearch%2Fsg
Happenstance Café,22,Potong Pasir,20,"Breakfast & Brunch, Cafes & Coffee, Desserts, Western",https://www.burpple.com/happenstance-cafe?bp_ref=%2Fsearch%2Fsg
Bee Cheng Hiang Grillery,77,Potong Pasir,20,"Local Delights, 1-for-1 Deals",https://www.burpple.com/bee-cheng-hiang?bp_ref=%2Fsearch%2Fsg
The Beef Station,5,Potong Pasir,10,"Hawker Food, Chinese",https://www.burpple.com/the-beef-station?bp_ref=%2Fsearch%2Fsg
McDonald's (Potong Pasir),4,Potong Pasir,10,"Fast Food, Supper",https://www.burpple.com/mcdonalds-487?bp_ref=%2Fsearch%2Fsg
Broadway (Potong Pasir),4,Potong Pasir,5,"Kopitiam, Hawker Food",https://www.burpple.com/broadway-coffee-shop?bp_ref=%2Fsearch%2Fsg
Tian Wai Tian Fishhead Steamboat (Serangoon),69,Potong Pasir,15,"Seafood, Zi Char, Steamboat, Good For Groups",https://www.burpple.com/tian-wai-tian-fishhead-steamboat?bp_ref=%2Fsearch%2Fsg
KFC (Potong Pasir Community Centre),6,Potong Pasir,10,"Fast Food, Halal",https://www.burpple.com/kfc-potong-pasir?bp_ref=%2Fsearch%2Fsg
N & B Snacks (Potong Pasir),3,Potong Pasir,,"Local Delights, Hawker Food, Supper, Desserts",https://www.burpple.com/n-b-snacks-1?bp_ref=%2Fsearch%2Fsg
Yishun 925 Hainanese Chicken Rice (Potong Pasir),2,Potong Pasir,10,"Chicken Rice, Hawker Food",https://www.burpple.com/yishun-925-potong-pasir-881-eating-house?bp_ref=%2Fsearch%2Fsg
Old Chang Kee (Potong Pasir MRT),1,Potong Pasir,5,"Local Delights, Fast Food, Halal",https://www.burpple.com/old-chang-kee-potong-pasir-mrt?bp_ref=%2Fsearch%2Fsg
Thai Jing Jing,38,Potong Pasir,10,"Thai, Cheap & Good",https://www.burpple.com/thai-jing-jing?bp_ref=%2Fsearch%2Fsg
FroRoll,36,Potong Pasir,10,"Ice Cream & Yoghurt, Desserts",https://www.burpple.com/froroll?bp_ref=%2Fsearch%2Fsg
Siam Village (Macpherson),10,Macpherson,20,Thai,https://www.burpple.com/siam-village-macpherson?bp_ref=%2Fsearch%2Fsg
Choon Seng Seafood Restaurant,13,Potong Pasir,35,"Zi Char, Seafood, Good For Groups, Chinese",https://www.burpple.com/punggol-choon-seng-seafood?bp_ref=%2Fsearch%2Fsg
River South (Hoe Nam) Prawn Noodles,115,Potong Pasir,5,"Cheap & Good, Hawker Food",https://www.burpple.com/river-south-hoe-nam-prawn-noodles?bp_ref=%2Fsearch%2Fsg
Casuarina Curry Restaurant (Macpherson),21,Potong Pasir,5,"Indian, Hawker Food, Supper, Halal",https://www.burpple.com/casuarina-curry?bp_ref=%2Fsearch%2Fsg
Lao Zhong Zhong Eating House,53,Potong Pasir,10,Hawker Food,https://www.burpple.com/lao-zhong-zhong-eating-house?bp_ref=%2Fsearch%2Fsg
136 Hong Kong Street Fish Head Steamboat (Joo Seng),28,Macpherson,15,"Zi Char, Steamboat, Rainy Day Comforts, Hawker Food, Good For Groups",https://www.burpple.com/136-hong-kong-street-fish-head-steamboat-upper-aljunied-road?bp_ref=%2Fsearch%2Fsg
Lao Zhong Zhong Fine Spice Stall,32,Potong Pasir,5,"Local Delights, Hawker Food",https://www.burpple.com/lao-zhong-zhong-wu-xiang?bp_ref=%2Fsearch%2Fsg
Ms Durian,8,Potong Pasir,10,"Cakes, Desserts, Cafes & Coffee",https://www.burpple.com/ms-durian?bp_ref=%2Fsearch%2Fsg
Gu Ma Jia,40,Potong Pasir,20,"Zi Char, Seafood, Good For Groups, Chinese",https://www.burpple.com/gu-ma-jia?bp_ref=%2Fsearch%2Fsg
Golden Sand Chicken Rice,1,Macpherson,5,"Chicken Rice, Hawker Food",https://www.burpple.com/golden-sand-chicken-rice-teck-huat?bp_ref=%2Fsearch%2Fsg
Jackson Noodles,1,Potong Pasir,5,Hawker Food,https://www.burpple.com/jackson-noodles?bp_ref=%2Fsearch%2Fsg
He Xi Restaurant,1,Macpherson,5,"Vegetarian, Chinese",https://www.burpple.com/he-xi-restaurant?bp_ref=%2Fsearch%2Fsg
Honest Grill House,1,West Coast,20,"Bars, BBQ",https://www.burpple.com/honest-grill-at-grains-and-hops?bp_ref=%2Fsearch%2Fsg
Old Noodle Hut 老麵家,1,Potong Pasir,,Kopitiam,https://www.burpple.com/old-noodle-hut?bp_ref=%2Fsearch%2Fsg
Kimpo Traditional Claypot Rice,2,Potong Pasir,10,Hawker Food,https://www.burpple.com/kimpo-traditional-claypot-rice?bp_ref=%2Fsearch%2Fsg
Moonstone Coffee House,7,Potong Pasir,5,Hawker Food,https://www.burpple.com/moonstone-coffee-house?bp_ref=%2Fsearch%2Fsg
Shangri-La Confectionery & Delicatessen,1,Potong Pasir,5,"Bread, Desserts",https://www.burpple.com/shangri-la-confectionery-delicatessen?bp_ref=%2Fsearch%2Fsg
Ser Seng Herbs (Turtle) Restaurant,7,Potong Pasir,15,"Soup, Local Delights, Rainy Day Comforts, Chinese",https://www.burpple.com/ser-seng-herbs-turtle-restaurant?bp_ref=%2Fsearch%2Fsg
Washoku Cafe,5,Potong Pasir,15,"Pasta, Western, Japanese",https://www.burpple.com/washoku-cafe?bp_ref=%2Fsearch%2Fsg
Boathouse Galley,1,Potong Pasir,,Western,https://www.burpple.com/boathouse-galley?bp_ref=%2Fsearch%2Fsg
PP 881 Eating House,9,Potong Pasir,5,"Kopitiam, Hawker Food",https://www.burpple.com/pp-881-eating-house?bp_ref=%2Fsearch%2Fsg
PP 881 Eating House,9,Potong Pasir,5,"Kopitiam, Hawker Food",https://www.burpple.com/pp-881-eating-house?bp_ref=%2Fsearch%2Fsg
Mellben Legend Seafood (Opal Crescent),27,Potong Pasir,30,"Seafood, Zi Char, Good For Groups, Hawker Food",https://www.burpple.com/mellben-legend-seafood?bp_ref=%2Fsearch%2Fsg
FArt TArtz (Tai Thong),3,Potong Pasir,20,"Pasta, Desserts, Breakfast & Brunch, Western",https://www.burpple.com/fart-tartz-at-tai-thong?bp_ref=%2Fsearch%2Fsg
My Juice Kaki,2,Potong Pasir,10,"Desserts, Healthy",https://www.burpple.com/my-juice-kaki?bp_ref=%2Fsearch%2Fsg
YuBa Hut (The Poiz Centre),2,Potong Pasir,20,"Sushi, Japanese",https://www.burpple.com/yubahut-poiz?bp_ref=%2Fsearch%2Fsg
The Baba Curry Puff Café,1,Potong Pasir,5,"Local Delights, Peranakan, Cafes & Coffee",https://www.burpple.com/the-baba-curry-puff-cafe?bp_ref=%2Fsearch%2Fsg
Soon Li Whitley Food Centre Pork Porridge • Macaroni • Seafood Soup,6,Potong Pasir,5,Hawker Food,https://www.burpple.com/soon-li-whitley-food-center?bp_ref=%2Fsearch%2Fsg
Mr Duck,5,Potong Pasir,10,Hawker Food,https://www.burpple.com/mr-duck?bp_ref=%2Fsearch%2Fsg
SCS Dessert Cafe,4,Potong Pasir,,"Western, Breakfast & Brunch, Desserts, Cafes & Coffee, Waffles",https://www.burpple.com/scs-dessert-cafe?bp_ref=%2Fsearch%2Fsg
Kenny’s Krabbi,7,Potong Pasir,15,"Zi Char, Seafood, Hawker Food",https://www.burpple.com/kennys-krabbi?bp_ref=%2Fsearch%2Fsg
Flour Power,1,Potong Pasir,10,"Desserts, Cakes",https://www.burpple.com/flour-power?bp_ref=%2Fsearch%2Fsg
Tanjong Rhu Wanton Noodle (The Venue Shoppes),1,Potong Pasir,5,Hawker Food,https://www.burpple.com/tanjong-rhu-wanton-noodle-premium?bp_ref=%2Fsearch%2Fsg
Sin Keng Seng Restaurant,2,Potong Pasir,10,Hawker Food,https://www.burpple.com/kin-seng-coffee-shop?bp_ref=%2Fsearch%2Fsg
146 Hong Kong Tim Sum,1,Potong Pasir,5,"Dim Sum, Hawker Food",https://www.burpple.com/146-hong-kong-dim-sum?bp_ref=%2Fsearch%2Fsg
New Trend Eating House,2,Potong Pasir,10,"Kopitiam, Zi Char, Hawker Food",https://www.burpple.com/new-trend-eating-house?bp_ref=%2Fsearch%2Fsg
Kopi & Tarts (The Poiz Centre),0,Potong Pasir,5,"Cafes & Coffee, Desserts",https://www.burpple.com/kopi-tarts-3?bp_ref=%2Fsearch%2Fsg
Macpherson Minced Meat Noodles,45,Potong Pasir,5,Hawker Food,https://www.burpple.com/macpherson-minced-meat-noodles?bp_ref=%2Fsearch%2Fsg
Cafe Football Singapore,7,Potong Pasir,25,"Western, Cafes & Coffee, Late Night, Burgers",https://www.burpple.com/cafe-football-singapore?bp_ref=%2Fsearch%2Fsg
Kei Kaisendon (Suntec City),6,Promenade,20,"Chirashi, 1-for-1 Deals, Japanese, Burpple Beyond",https://www.burpple.com/kei-kaisendon-suntec-city?bp_ref=%2Fsearch%2Fsg
Pasta Supremo,176,Esplanade,,"Pasta, 1-for-1 Deals",https://www.burpple.com/pastasupremosg?bp_ref=%2Fsearch%2Fsg
Mad For Garlic,251,Promenade,30,"Burpple Guides, Pasta, Italian, Pizza, Good For Groups, 1-for-1 Deals",https://www.burpple.com/mad-for-garlic-2?bp_ref=%2Fsearch%2Fsg
Fluffstack,19,Esplanade,10,"Desserts, Cafes & Coffee, Newly Opened",https://www.burpple.com/fluffstack?bp_ref=%2Fsearch%2Fsg
Pasta E Formaggio (Marina Square),41,Marina Square,15,"Pasta, Italian, 1-for-1 Deals",https://www.burpple.com/pasta-e-formaggio-marina-square?bp_ref=%2Fsearch%2Fsg
Yogurtland,28,Promenade,5,"Ice Cream & Yoghurt, Desserts, 1-for-1 Deals, Burpple Beyond",https://www.burpple.com/yogurtland-singapore?bp_ref=%2Fsearch%2Fsg
HOLLIN (Suntec City),66,Promenade,5,"Desserts, 1-for-1 Deals, Newly Opened",https://www.burpple.com/hollin-suntec?bp_ref=%2Fsearch%2Fsg
108 Matcha Saro,58,Promenade,10,"Ice Cream & Yoghurt, Japanese, Desserts",https://www.burpple.com/108-matcha-saro?bp_ref=%2Fsearch%2Fsg
Paulaner Bräuhaus Singapore,122,Millenia Walk,40,"Dinner with Drinks, European, Late Night, 1-for-1 Deals, Burpple Beyond",https://www.burpple.com/paulaner-bruhaus?bp_ref=%2Fsearch%2Fsg
Yellow Cab Pizza Co. (CityLink Mall),62,City Hall,20,"Pasta, Pizza, Western, 1-for-1 Deals, Burpple Beyond",https://www.burpple.com/yellow-cab-pizza-co-singapore?bp_ref=%2Fsearch%2Fsg
Plentyfull,194,Millenia Walk,20,"Vegetarian, Breakfast & Brunch, Good For Groups, Salads, Cafes & Coffee, Healthy",https://www.burpple.com/plentyfull?bp_ref=%2Fsearch%2Fsg
Poke Doke (Millenia Walk),67,Millenia Walk,15,"Seafood, Salads, Healthy",https://www.burpple.com/poke-doke?bp_ref=%2Fsearch%2Fsg
ISteamboat,37,Esplanade,30,"Steamboat, Buffets, Good For Groups, 1-for-1 Deals",https://www.burpple.com/isteamboat?bp_ref=%2Fsearch%2Fsg
The Salted Plum (Suntec City),13,Promenade,20,"Taiwanese, Newly Opened",https://www.burpple.com/the-salted-plum-1?bp_ref=%2Fsearch%2Fsg
Sushi Jiro (Marina Mandarin),57,Esplanade,180,"Sushi, Seafood, Date Night, Japanese, Fine Dining",https://www.burpple.com/sushi-jiro?bp_ref=%2Fsearch%2Fsg
Beyond Pancakes (Marina Square),53,Esplanade,15,"Western, Desserts, Cafes & Coffee, 1-for-1 Deals, Breakfast & Brunch, Halal",https://www.burpple.com/beyond-pancakes?bp_ref=%2Fsearch%2Fsg
Ramen Nagi,223,Promenade,15,"Ramen, Rainy Day Comforts, Japanese",https://www.burpple.com/ramen-nagi-singapore?bp_ref=%2Fsearch%2Fsg
Tendon Kohaku (Suntec City),291,Promenade,15,"Cheap & Good, Japanese",https://www.burpple.com/kohaku?bp_ref=%2Fsearch%2Fsg
Milksha (Suntec City),46,Promenade,5,"Taiwanese, Desserts, Newly Opened",https://www.burpple.com/milksha-singapore?bp_ref=%2Fsearch%2Fsg
TAP (One Raffles Link),39,City Hall,25,"Bars, Craft Beer, Late Night, 1-for-1 Deals",https://www.burpple.com/tap-craft-beer-bar?bp_ref=%2Fsearch%2Fsg
Come N Joy,9,Millenia Walk,20,"Korean, Korean Fried Chicken",https://www.burpple.com/come-n-joy?bp_ref=%2Fsearch%2Fsg
The Dark Gallery (Millenia Walk),177,Millenia Walk,10,"Ice Cream & Yoghurt, Desserts, Cafes & Coffee, 1-for-1 Deals",https://www.burpple.com/the-dark-gallery-milleniawalk?bp_ref=%2Fsearch%2Fsg
Guksu Restaurant,88,Promenade,35,"Korean, Korean Fried Chicken",https://www.burpple.com/guksu-restaurant?bp_ref=%2Fsearch%2Fsg
Gong Yuan Ma La Tang (Suntec City),8,Promenade,10,"Rainy Day Comforts, Chinese",https://www.burpple.com/gong-yuan-mala-tang-1?bp_ref=%2Fsearch%2Fsg
Menya Kokoro (Suntec City),113,Esplanade,15,"Ramen, Japanese",https://www.burpple.com/menyakokorosg?bp_ref=%2Fsearch%2Fsg
Crystal Jade Hong Kong Kitchen (Suntec City),46,Promenade,25,"Good For Groups, Chinese",https://www.burpple.com/crystal-jade-kitchen-25?bp_ref=%2Fsearch%2Fsg
Tenkaichi Japanese BBQ Restaurant (Marina Square),76,Esplanade,70,"Buffets, Good For Groups, Japanese, BBQ, 1-for-1 Deals",https://www.burpple.com/tenkaichi?bp_ref=%2Fsearch%2Fsg
Ya Kun Family Cafe (Suntec City),16,Promenade,5,"Local Delights, Bread, Breakfast & Brunch, Cafes & Coffee",https://www.burpple.com/ya-kun-family-cafe?bp_ref=%2Fsearch%2Fsg
Redpan,193,Esplanade,20,"Pasta, Local Delights, Good For Groups, Western, Dinner with Drinks",https://www.burpple.com/redpan?bp_ref=%2Fsearch%2Fsg
Cedele Bakery Cafe (Suntec City),26,Promenade,20,"Bread, Cakes, Cafes & Coffee, Breakfast & Brunch",https://www.burpple.com/cedele-at-suntec-city?bp_ref=%2Fsearch%2Fsg
Katsudon Hanakatsu,44,Promenade,15,Japanese,https://www.burpple.com/hanakatsu-katsudon?bp_ref=%2Fsearch%2Fsg
Soup Restaurant (Suntec City),37,Promenade,20,"Good For Groups, Chinese",https://www.burpple.com/soup-restaurant-22?bp_ref=%2Fsearch%2Fsg
Gelatissimo (Singapore Flyer),7,Promenade,10,"Ice Cream & Yoghurt, Desserts, 1-for-1 Deals",https://www.burpple.com/gelatissimo-4?bp_ref=%2Fsearch%2Fsg
Just Dough (Suntec City),103,Promenade,5,"Bread, Desserts",https://www.burpple.com/just-dough?bp_ref=%2Fsearch%2Fsg
Nature Cafe (Suntec City),12,Promenade,10,"Vegetarian, Healthy",https://www.burpple.com/nature-cafe-1?bp_ref=%2Fsearch%2Fsg
Maccha House (Suntec City),8,Promenade,10,"Japanese, Desserts",https://www.burpple.com/maccha-house-suntec-city?bp_ref=%2Fsearch%2Fsg
Elemen (Millenia Walk),147,Millenia Walk,30,"Vegetarian, Healthy",https://www.burpple.com/elemen?bp_ref=%2Fsearch%2Fsg
Dookki (Suntec City),30,Promenade,20,"Steamboat, Rainy Day Comforts, Buffets, Korean",https://www.burpple.com/dookki-singapore?bp_ref=%2Fsearch%2Fsg
Starbucks (CityLink Mall),65,City Hall,10,Cafes & Coffee,https://www.burpple.com/starbucks-135?bp_ref=%2Fsearch%2Fsg
Sushi Goshin (Suntec City),57,Promenade,30,"Sushi, Japanese",https://www.burpple.com/sushi-goshin?bp_ref=%2Fsearch%2Fsg
Wee Nam Kee Chicken Rice (Marina Square),45,Esplanade,5,"Chicken Rice, Cheap & Good, Hawker Food",https://www.burpple.com/wee-nam-kee-hainanese-chicken-rice?bp_ref=%2Fsearch%2Fsg
Paik's Bibim (CityLink Mall),28,City Hall,10,Korean,https://www.burpple.com/paiks-bibim-3?bp_ref=%2Fsearch%2Fsg
Sumiya Charcoal Grill Izakaya (Suntec City),93,Promenade,25,"Sushi, Chirashi, Japanese",https://www.burpple.com/sumiya-at-suntec-city?bp_ref=%2Fsearch%2Fsg
Udon Kamon,31,Esplanade,15,Japanese,https://www.burpple.com/udonkamonsg?bp_ref=%2Fsearch%2Fsg
OMU (Suntec City),121,Promenade,15,Japanese,https://www.burpple.com/omusg?bp_ref=%2Fsearch%2Fsg
Tengawa Hokkaido White Curry (Millenia Walk),93,Millenia Walk,20,Japanese,https://www.burpple.com/tengawa-hokkaido-white-curry?bp_ref=%2Fsearch%2Fsg
Marché Mövenpick (Suntec City),83,Promenade,25,"Kid Friendly, European, Breakfast & Brunch, Good For Groups",https://www.burpple.com/marche-movenpick-suntec-city?bp_ref=%2Fsearch%2Fsg
Patisserie G (Millenia Walk),424,Millenia Walk,10,"Desserts, Cafes & Coffee, Cakes, Breakfast & Brunch",https://www.burpple.com/patisserie-g?bp_ref=%2Fsearch%2Fsg
Sushi Murasaki,68,Millenia Walk,130,"Sushi, Japanese, Fine Dining",https://www.burpple.com/sushi-murasaki?bp_ref=%2Fsearch%2Fsg
Wonderful Bap Sang,39,Promenade,20,Korean,https://www.burpple.com/wonderful-bap-sang?bp_ref=%2Fsearch%2Fsg
KURO Izakaya,27,Promenade,,"Ramen, Dinner with Drinks, Japanese",https://www.burpple.com/kuro-izakaya?bp_ref=%2Fsearch%2Fsg
WAN Singapore,26,Promenade,30,"Bars, Cocktails, Chinese, Late Night",https://www.burpple.com/wan?bp_ref=%2Fsearch%2Fsg
Majestic Bay Seafood Restaurant,99,Promenade,40,"Seafood, Dim Sum, Good For Groups, Chinese",https://www.burpple.com/majesty-bay-at-gardens-by-the-bay?bp_ref=%2Fsearch%2Fsg
McDonald's (Suntec City),29,Promenade,10,"Fast Food, Supper",https://www.burpple.com/mcdonaldsmccafe-4?bp_ref=%2Fsearch%2Fsg
The Beacon,12,Esplanade,,"Bars, Italian",https://www.burpple.com/the-beacon?bp_ref=%2Fsearch%2Fsg
"Colony (The Ritz-Carlton, Millenia Singapore)",263,Esplanade,80,"Local Delights, Seafood, High Tea, Buffets, Date Night, Dinner with Drinks, Good For Groups",https://www.burpple.com/colony-at-the-ritz-carlton-millenia-singapore?bp_ref=%2Fsearch%2Fsg
Peperoni Pizzeria (Suntec City),81,Promenade,30,"Italian, Pizza, Good For Groups",https://www.burpple.com/peperoni-piza?bp_ref=%2Fsearch%2Fsg
Chirashi King Kong (Millenia Walk),26,Millenia Walk,15,"Chirashi, Japanese",https://www.burpple.com/chirashi-king-kong-millenia-walk?bp_ref=%2Fsearch%2Fsg
Dallas Restaurant & Bar (Suntec City),110,City Hall,45,"Bars, Steak, Dinner with Drinks, Late Night, Good For Groups",https://www.burpple.com/dallas-suntec-sky-garden?bp_ref=%2Fsearch%2Fsg
Alt. Pizza (Suntec City),102,City Hall,20,"Pizza, Burpple Guides, Italian, Good For Groups",https://www.burpple.com/alt-pizza?bp_ref=%2Fsearch%2Fsg
Ma Mère Boulangerie,11,Esplanade,5,Bread,https://www.burpple.com/ma-mere-bakery?bp_ref=%2Fsearch%2Fsg
HIFUMI Japanese Restaurant (Marina Square),51,Esplanade,20,"Buffets, Japanese, Cheap & Good",https://www.burpple.com/hifumi-japanese-restaurant-1?bp_ref=%2Fsearch%2Fsg
Kuishin Bo (Suntec City),64,Promenade,50,"Seafood, Buffets, Japanese, Good For Groups",https://www.burpple.com/kuishin-bo?bp_ref=%2Fsearch%2Fsg
Tsuruhashi Fugetsu (Suntec City),26,Promenade,15,Japanese,https://www.burpple.com/tsuruhashi-fugetsu-singapore?bp_ref=%2Fsearch%2Fsg
PasarBella (Suntec City),202,Promenade,20,"Seafood, Sandwiches, Good For Groups, Burgers, Salads, Healthy",https://www.burpple.com/pasarbella-1?bp_ref=%2Fsearch%2Fsg
Ginza Lion (Suntec City),32,Promenade,50,"Bars, Western, Dinner with Drinks",https://www.burpple.com/ginza-lion-1?bp_ref=%2Fsearch%2Fsg
Atrium (Pan Pacific Singapore),16,Millenia Walk,40,"Bars, High Tea, Cocktails",https://www.burpple.com/the-atrium-pan-pacific-hotel?bp_ref=%2Fsearch%2Fsg
Ruth's Chris Steak House,65,Esplanade,,"Steak, Western, Date Night",https://www.burpple.com/ruths-chris-steak-house-2?bp_ref=%2Fsearch%2Fsg
Ichikokudo Hokkaido Ramen (Suntec City),21,Promenade,20,"Ramen, Japanese, Halal",https://www.burpple.com/ichikokudo?bp_ref=%2Fsearch%2Fsg
Kopi & Tarts (Suntec City),12,Promenade,5,"Desserts, Cafes & Coffee, Halal",https://www.burpple.com/kopi-tarts?bp_ref=%2Fsearch%2Fsg
Kimchi Korean Restaurant,124,Promenade,15,"Good For Groups, Korean, Cheap & Good",https://www.burpple.com/kimchi-korean-restaurant-1?bp_ref=%2Fsearch%2Fsg
Sky Dining (Singapore Flyer),8,Promenade,,Fine Dining,https://www.burpple.com/singapore-flyer-1?bp_ref=%2Fsearch%2Fsg
Fu Lin Yong Tofu (Suntec City),7,Promenade,10,Hawker Food,https://www.burpple.com/fu-lin-yong-tofu-1?bp_ref=%2Fsearch%2Fsg
Kurotaki Chabann (CityLink Mall),8,City Hall,5,Desserts,https://www.burpple.com/kurotaki-chabann?bp_ref=%2Fsearch%2Fsg
Kith (Millenia Walk),136,Millenia Walk,30,"Pasta, Western, Breakfast & Brunch, Cakes, Cafes & Coffee",https://www.burpple.com/kith-at-millenia-walk?bp_ref=%2Fsearch%2Fsg
"MO BAR (Mandarin Oriental, Singapore)",6,Esplanade,65,"Bars, High Tea, Argentinian, Cocktails",https://www.burpple.com/mo-bar-at-mandarin-oriental-singapore?bp_ref=%2Fsearch%2Fsg
R&B Tea (Marina Square),70,Esplanade,5,Desserts,https://www.burpple.com/rb-tea-singapore?bp_ref=%2Fsearch%2Fsg
Kurama,27,Millenia Walk,45,"Dinner with Drinks, Japanese",https://www.burpple.com/kurama-1?bp_ref=%2Fsearch%2Fsg
The Butcher's Kitchen,139,Promenade,20,"Pizza, Steak, Pasta, Western",https://www.burpple.com/the-butchers-kitchen?bp_ref=%2Fsearch%2Fsg
Aburi-EN (Suntec City),1,City Hall,25,Japanese,https://www.burpple.com/aburi-en-suntec-city?bp_ref=%2Fsearch%2Fsg
Shang Pin Hot Pot (Marina Square),9,Esplanade,30,"Steamboat, Rainy Day Comforts, Chinese",https://www.burpple.com/shang-pin-hot-pot-1?bp_ref=%2Fsearch%2Fsg
Miharu,129,Millenia Walk,20,"Burpple Guides, Ramen, Japanese",https://www.burpple.com/sapporo-ramen-miharu?bp_ref=%2Fsearch%2Fsg
Uma Uma (Millenia Walk),61,Millenia Walk,20,"Ramen, Japanese",https://www.burpple.com/uma-uma-sg-millenia-walk?bp_ref=%2Fsearch%2Fsg
Sandaime Bunji,80,Millenia Walk,30,Japanese,https://www.burpple.com/sandaime-bunji?bp_ref=%2Fsearch%2Fsg
Saboten (Millenia Walk),60,Millenia Walk,25,Japanese,https://www.burpple.com/saboten-japanese-cutlet-1?bp_ref=%2Fsearch%2Fsg
The Sandwich Shop (Raffles Link),1,Esplanade,10,"Cafes & Coffee, Healthy, Sandwiches, Breakfast & Brunch",https://www.burpple.com/the-sandwich-shop-1?bp_ref=%2Fsearch%2Fsg
Jenjudan,47,City Hall,5,"Taiwanese, Desserts",https://www.burpple.com/jenjudan-singapore?bp_ref=%2Fsearch%2Fsg
Tea Tree Cafe (Suntec City),1,Promenade,5,Desserts,https://www.burpple.com/tea-tree-cafe-suntec-city?bp_ref=%2Fsearch%2Fsg
Harmony Nasi Lemak,5,City Hall,15,"Local Delights, Nasi Lemak, 1-for-1 Deals",https://www.burpple.com/harmony-nasi-lemak?bp_ref=%2Fsearch%2Fsg
Collin's Grille Bento (Marina Square),34,Esplanade,15,"Good For Groups, Western, Cheap & Good",https://www.burpple.com/collins-grille-bento-11?bp_ref=%2Fsearch%2Fsg
Wolf Burgers (PasarBella @ Suntec),126,Promenade,15,"Waffles, Cheap & Good, Western, Burgers",https://www.burpple.com/wolf-burgers?bp_ref=%2Fsearch%2Fsg
